Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,SpeciesCode
1,0.22222222222222213,0.6249999999999999,0.06779661016949151,0.04166666666666667,0
2,0.1666666666666668,0.41666666666666663,0.06779661016949151,0.04166666666666667,0
3,0.11111111111111119,0.5,0.05084745762711865,0.04166666666666667,0
4,0.08333333333333327,0.4583333333333333,0.0847457627118644,0.04166666666666667,0
5,0.19444444444444448,0.6666666666666666,0.06779661016949151,0.04166666666666667,0
6,0.30555555555555564,0.7916666666666665,0.11864406779661016,0.12500000000000003,0
7,0.08333333333333327,0.5833333333333333,0.06779661016949151,0.08333333333333333,0
8,0.19444444444444448,0.5833333333333333,0.0847457627118644,0.04166666666666667,0
9,0.027777777777777922,0.3749999999999999,0.06779661016949151,0.04166666666666667,0
10,0.1666666666666668,0.4583333333333333,0.0847457627118644,0.0,0
11,0.30555555555555564,0.7083333333333333,0.0847457627118644,0.04166666666666667,0
12,0.13888888888888887,0.5833333333333333,0.1016949152542373,0.04166666666666667,0
13,0.13888888888888887,0.41666666666666663,0.06779661016949151,0.0,0
14,0.0,0.41666666666666663,0.016949152542372895,0.0,0
15,0.41666666666666663,0.8333333333333333,0.033898305084745756,0.04166666666666667,0
16,0.38888888888888895,1.0,0.0847457627118644,0.12500000000000003,0
17,0.30555555555555564,0.7916666666666665,0.05084745762711865,0.12500000000000003,0
18,0.22222222222222213,0.6249999999999999,0.06779661016949151,0.08333333333333333,0
19,0.38888888888888895,0.7499999999999998,0.11864406779661016,0.08333333333333333,0
20,0.22222222222222213,0.7499999999999998,0.0847457627118644,0.08333333333333333,0
21,0.30555555555555564,0.5833333333333333,0.11864406779661016,0.04166666666666667,0
22,0.22222222222222213,0.7083333333333333,0.0847457627118644,0.12500000000000003,0
23,0.08333333333333327,0.6666666666666666,0.0,0.04166666666666667,0
24,0.22222222222222213,0.5416666666666665,0.11864406779661016,0.16666666666666669,0
25,0.13888888888888887,0.5833333333333333,0.15254237288135591,0.04166666666666667,0
26,0.19444444444444448,0.41666666666666663,0.1016949152542373,0.04166666666666667,0
27,0.19444444444444448,0.5833333333333333,0.1016949152542373,0.12500000000000003,0
28,0.25000000000000006,0.6249999999999999,0.0847457627118644,0.04166666666666667,0
29,0.25000000000000006,0.5833333333333333,0.06779661016949151,0.04166666666666667,0
30,0.11111111111111119,0.5,0.1016949152542373,0.04166666666666667,0
31,0.13888888888888887,0.4583333333333333,0.1016949152542373,0.04166666666666667,0
32,0.30555555555555564,0.5833333333333333,0.0847457627118644,0.12500000000000003,0
33,0.25000000000000006,0.8749999999999998,0.0847457627118644,0.0,0
34,0.3333333333333333,0.9166666666666666,0.06779661016949151,0.04166666666666667,0
35,0.1666666666666668,0.4583333333333333,0.0847457627118644,0.0,0
36,0.19444444444444448,0.5,0.033898305084745756,0.04166666666666667,0
37,0.3333333333333333,0.6249999999999999,0.05084745762711865,0.04166666666666667,0
38,0.1666666666666668,0.4583333333333333,0.0847457627118644,0.0,0
39,0.027777777777777922,0.41666666666666663,0.05084745762711865,0.04166666666666667,0
40,0.22222222222222213,0.5833333333333333,0.0847457627118644,0.04166666666666667,0
41,0.19444444444444448,0.6249999999999999,0.05084745762711865,0.08333333333333333,0
42,0.055555555555555594,0.1249999999999999,0.05084745762711865,0.08333333333333333,0
43,0.027777777777777922,0.5,0.05084745762711865,0.04166666666666667,0
44,0.19444444444444448,0.6249999999999999,0.1016949152542373,0.20833333333333334,0
45,0.22222222222222213,0.7499999999999998,0.15254237288135591,0.12500000000000003,0
46,0.13888888888888887,0.41666666666666663,0.06779661016949151,0.08333333333333333,0
47,0.22222222222222213,0.7499999999999998,0.1016949152542373,0.04166666666666667,0
48,0.08333333333333327,0.5,0.06779661016949151,0.04166666666666667,0
49,0.27777777777777773,0.7083333333333333,0.0847457627118644,0.04166666666666667,0
50,0.19444444444444448,0.5416666666666665,0.06779661016949151,0.04166666666666667,0
51,0.7499999999999999,0.5,0.6271186440677966,0.5416666666666666,1
52,0.5833333333333334,0.5,0.5932203389830508,0.5833333333333334,1
53,0.7222222222222222,0.4583333333333333,0.6610169491525424,0.5833333333333334,1
54,0.3333333333333333,0.1249999999999999,0.5084745762711864,0.5,1
55,0.611111111111111,0.3333333333333332,0.6101694915254237,0.5833333333333334,1
56,0.38888888888888895,0.3333333333333332,0.5932203389830508,0.5,1
57,0.5555555555555555,0.5416666666666665,0.6271186440677966,0.625,1
58,0.1666666666666668,0.1666666666666666,0.38983050847457623,0.375,1
59,0.6388888888888887,0.3749999999999999,0.6101694915254237,0.5,1
60,0.25000000000000006,0.2916666666666667,0.4915254237288135,0.5416666666666666,1
61,0.19444444444444448,0.0,0.423728813559322,0.375,1
62,0.44444444444444453,0.41666666666666663,0.5423728813559322,0.5833333333333334,1
63,0.4722222222222222,0.0833333333333334,0.5084745762711864,0.375,1
64,0.4999999999999999,0.3749999999999999,0.6271186440677966,0.5416666666666666,1
65,0.361111111111111,0.3749999999999999,0.4406779661016949,0.5,1
66,0.6666666666666666,0.4583333333333333,0.576271186440678,0.5416666666666666,1
67,0.361111111111111,0.41666666666666663,0.5932203389830508,0.5833333333333334,1
68,0.41666666666666663,0.2916666666666667,0.5254237288135593,0.375,1
69,0.5277777777777778,0.0833333333333334,0.5932203389830508,0.5833333333333334,1
70,0.361111111111111,0.20833333333333331,0.4915254237288135,0.4166666666666667,1
71,0.44444444444444453,0.5,0.6440677966101694,0.7083333333333334,1
72,0.4999999999999999,0.3333333333333332,0.5084745762711864,0.5,1
73,0.5555555555555555,0.20833333333333331,0.6610169491525424,0.5833333333333334,1
74,0.4999999999999999,0.3333333333333332,0.6271186440677966,0.4583333333333333,1
75,0.5833333333333334,0.3749999999999999,0.559322033898305,0.5,1
76,0.6388888888888887,0.41666666666666663,0.576271186440678,0.5416666666666666,1
77,0.6944444444444443,0.3333333333333332,0.6440677966101694,0.5416666666666666,1
78,0.6666666666666666,0.41666666666666663,0.6779661016949152,0.6666666666666666,1
79,0.4722222222222222,0.3749999999999999,0.5932203389830508,0.5833333333333334,1
80,0.38888888888888895,0.25,0.423728813559322,0.375,1
81,0.3333333333333333,0.1666666666666666,0.47457627118644063,0.4166666666666667,1
82,0.3333333333333333,0.1666666666666666,0.4576271186440678,0.375,1
83,0.41666666666666663,0.2916666666666667,0.4915254237288135,0.4583333333333333,1
84,0.4722222222222222,0.2916666666666667,0.6949152542372881,0.625,1
85,0.30555555555555564,0.41666666666666663,0.5932203389830508,0.5833333333333334,1
86,0.4722222222222222,0.5833333333333333,0.5932203389830508,0.625,1
87,0.6666666666666666,0.4583333333333333,0.6271186440677966,0.5833333333333334,1
88,0.5555555555555555,0.1249999999999999,0.576271186440678,0.5,1
89,0.361111111111111,0.41666666666666663,0.5254237288135593,0.5,1
90,0.3333333333333333,0.20833333333333331,0.5084745762711864,0.5,1
91,0.3333333333333333,0.25,0.576271186440678,0.4583333333333333,1
92,0.4999999999999999,0.41666666666666663,0.6101694915254237,0.5416666666666666,1
93,0.41666666666666663,0.25,0.5084745762711864,0.4583333333333333,1
94,0.19444444444444448,0.1249999999999999,0.38983050847457623,0.375,1
95,0.361111111111111,0.2916666666666667,0.5423728813559322,0.5,1
96,0.38888888888888895,0.41666666666666663,0.5423728813559322,0.4583333333333333,1
97,0.38888888888888895,0.3749999999999999,0.5423728813559322,0.5,1
98,0.5277777777777778,0.3749999999999999,0.559322033898305,0.5,1
99,0.22222222222222213,0.20833333333333331,0.3389830508474576,0.4166666666666667,1
100,0.38888888888888895,0.3333333333333332,0.5254237288135593,0.5,1
101,0.5555555555555555,0.5416666666666665,0.847457627118644,1.0,2
102,0.41666666666666663,0.2916666666666667,0.6949152542372881,0.75,2
103,0.7777777777777776,0.41666666666666663,0.8305084745762712,0.8333333333333334,2
104,0.5555555555555555,0.3749999999999999,0.7796610169491525,0.7083333333333334,2
105,0.611111111111111,0.41666666666666663,0.8135593220338982,0.8750000000000001,2
106,0.9166666666666665,0.41666666666666663,0.9491525423728813,0.8333333333333334,2
107,0.1666666666666668,0.20833333333333331,0.5932203389830508,0.6666666666666666,2
108,0.8333333333333333,0.3749999999999999,0.8983050847457626,0.7083333333333334,2
109,0.6666666666666666,0.20833333333333331,0.8135593220338982,0.7083333333333334,2
110,0.8055555555555556,0.6666666666666666,0.8644067796610169,1.0,2
111,0.611111111111111,0.5,0.6949152542372881,0.7916666666666666,2
112,0.5833333333333334,0.2916666666666667,0.7288135593220338,0.75,2
113,0.6944444444444443,0.41666666666666663,0.7627118644067796,0.8333333333333334,2
114,0.38888888888888895,0.20833333333333331,0.6779661016949152,0.7916666666666666,2
115,0.41666666666666663,0.3333333333333332,0.6949152542372881,0.9583333333333333,2
116,0.5833333333333334,0.5,0.7288135593220338,0.9166666666666666,2
117,0.611111111111111,0.41666666666666663,0.7627118644067796,0.7083333333333334,2
118,0.9444444444444444,0.7499999999999998,0.9661016949152542,0.8750000000000001,2
119,0.9444444444444444,0.25,1.0,0.9166666666666666,2
120,0.4722222222222222,0.0833333333333334,0.6779661016949152,0.5833333333333334,2
121,0.7222222222222222,0.5,0.7966101694915254,0.9166666666666666,2
122,0.361111111111111,0.3333333333333332,0.6610169491525424,0.7916666666666666,2
123,0.9444444444444444,0.3333333333333332,0.9661016949152542,0.7916666666666666,2
124,0.5555555555555555,0.2916666666666667,0.6610169491525424,0.7083333333333334,2
125,0.6666666666666666,0.5416666666666665,0.7966101694915254,0.8333333333333334,2
126,0.8055555555555556,0.5,0.847457627118644,0.7083333333333334,2
127,0.5277777777777778,0.3333333333333332,0.6440677966101694,0.7083333333333334,2
128,0.4999999999999999,0.41666666666666663,0.6610169491525424,0.7083333333333334,2
129,0.5833333333333334,0.3333333333333332,0.7796610169491525,0.8333333333333334,2
130,0.8055555555555556,0.41666666666666663,0.8135593220338982,0.625,2
131,0.8611111111111112,0.3333333333333332,0.8644067796610169,0.75,2
132,1.0,0.7499999999999998,0.9152542372881356,0.7916666666666666,2
133,0.5833333333333334,0.3333333333333332,0.7796610169491525,0.8750000000000001,2
134,0.5555555555555555,0.3333333333333332,0.6949152542372881,0.5833333333333334,2
135,0.4999999999999999,0.25,0.7796610169491525,0.5416666666666666,2
136,0.9444444444444444,0.41666666666666663,0.8644067796610169,0.9166666666666666,2
137,0.5555555555555555,0.5833333333333333,0.7796610169491525,0.9583333333333333,2
138,0.5833333333333334,0.4583333333333333,0.7627118644067796,0.7083333333333334,2
139,0.4722222222222222,0.41666666666666663,0.6440677966101694,0.7083333333333334,2
140,0.7222222222222222,0.4583333333333333,0.7457627118644068,0.8333333333333334,2
141,0.6666666666666666,0.4583333333333333,0.7796610169491525,0.9583333333333333,2
142,0.7222222222222222,0.4583333333333333,0.6949152542372881,0.9166666666666666,2
143,0.41666666666666663,0.2916666666666667,0.6949152542372881,0.75,2
144,0.6944444444444443,0.5,0.8305084745762712,0.9166666666666666,2
145,0.6666666666666666,0.5416666666666665,0.7966101694915254,1.0,2
146,0.6666666666666666,0.41666666666666663,0.711864406779661,0.9166666666666666,2
147,0.5555555555555555,0.20833333333333331,0.6779661016949152,0.75,2
148,0.611111111111111,0.41666666666666663,0.711864406779661,0.7916666666666666,2
149,0.5277777777777778,0.5833333333333333,0.7457627118644068,0.9166666666666666,2
150,0.44444444444444453,0.41666666666666663,0.6949152542372881,0.7083333333333334,2
